MSA ID,MSA,CountyID,County
12580,"Baltimore-Columbia-Towson, MD ",24510,"Baltimore (Independent City), MD"
12620,"Bangor, ME ",23019,"Penobscot, ME"
12700,"Barnstable Town, MA ",25001,"Barnstable, MA"
12940,"Baton Rouge, LA ",22005,"Ascension, LA"
12940,"Baton Rouge, LA ",22033,"East Baton Rouge, LA"
12940,"Baton Rouge, LA ",22037,"East Feliciana, LA"
12940,"Baton Rouge, LA ",22047,"Iberville, LA"
12940,"Baton Rouge, LA ",22063,"Livingston, LA"
12940,"Baton Rouge, LA ",22077,"Pointe Coupee, LA"
12940,"Baton Rouge, LA ",22091,"St. Helena, LA"
12940,"Baton Rouge, LA ",22121,"West Baton Rouge, LA"
12940,"Baton Rouge, LA ",22125,"West Feliciana, LA"
12980,"Battle Creek, MI ",26025,"Calhoun, MI"
13020,"Bay City, MI ",26017,"Bay, MI"
13140,"Beaumont-Port Arthur, TX ",48199,"Hardin, TX"
13140,"Beaumont-Port Arthur, TX ",48245,"Jefferson, TX"
13140,"Beaumont-Port Arthur, TX ",48351,"Newton, TX"
13140,"Beaumont-Port Arthur, TX ",48361,"Orange, TX"
13220,"Beckley, WV ",54019,"Fayette, WV"
13220,"Beckley, WV ",54081,"Raleigh, WV"
13380,"Bellingham, WA ",53073,"Whatcom, WA"
13460,"Bend-Redmond, OR ",41017,"Deschutes, OR"
13740,"Billings, MT ",30009,"Carbon, MT"
13740,"Billings, MT ",30037,"Golden Valley, MT"
13740,"Billings, MT ",30111,"Yellowstone, MT"
13780,"Binghamton, NY ",36007,"Broome, NY"
13780,"Binghamton, NY ",36107,"Tioga, NY"
13820,"Birmingham-Hoover, AL ",1007,"Bibb, AL"
13820,"Birmingham-Hoover, AL ",1009,"Blount, AL"
13820,"Birmingham-Hoover, AL ",1021,"Chilton, AL"
13820,"Birmingham-Hoover, AL ",1073,"Jefferson, AL"
13820,"Birmingham-Hoover, AL ",1115,"St. Clair, AL"
13820,"Birmingham-Hoover, AL ",1117,"Shelby, AL"
13820,"Birmingham-Hoover, AL ",1127,"Walker, AL"
13900,"Bismarck, ND ",38015,"Burleigh, ND"
13900,"Bismarck, ND ",38059,"Morton, ND"
13900,"Bismarck, ND ",38065,"Oliver, ND"
13900,"Bismarck, ND ",38085,"Sioux, ND"
13980,"Blacksburg-Christiansburg-Radford, VA ",51063,"Floyd, VA"
13980,"Blacksburg-Christiansburg-Radford, VA ",51071,"Giles, VA"
13980,"Blacksburg-Christiansburg-Radford, VA ",51155,"Pulaski, VA"
13980,"Blacksburg-Christiansburg-Radford, VA ",51933,"Montgomery + Radford, VA"
14010,"Bloomington, IL ",17039,"De Witt, IL"
14010,"Bloomington, IL ",17113,"McLean, IL"
14020,"Bloomington, IN ",18105,"Monroe, IN"
14020,"Bloomington, IN ",18119,"Owen, IN"
14100,"Bloomsburg-Berwick, PA ",42037,"Columbia, PA"
14100,"Bloomsburg-Berwick, PA ",42093,"Montour, PA"
14260,"Boise City, ID ",16001,"Ada, ID"
14260,"Boise City, ID ",16015,"Boise, ID"
14260,"Boise City, ID ",16027,"Canyon, ID"
14260,"Boise City, ID ",16045,"Gem, ID"
14260,"Boise City, ID ",16073,"Owyhee, ID"
14460,"Boston-Cambridge-Newton, MA-NH ",25009,"Essex, MA"
14460,"Boston-Cambridge-Newton, MA-NH ",25017,"Middlesex, MA"
14460,"Boston-Cambridge-Newton, MA-NH ",25021,"Norfolk, MA"
14460,"Boston-Cambridge-Newton, MA-NH ",25023,"Plymouth, MA"
14460,"Boston-Cambridge-Newton, MA-NH ",25025,"Suffolk, MA"
14460,"Boston-Cambridge-Newton, MA-NH ",33015,"Rockingham, NH"
14460,"Boston-Cambridge-Newton, MA-NH ",33017,"Strafford, NH"
14500,"Boulder, CO ",8013,"Boulder, CO"
14540,"Bowling Green, KY ",21003,"Allen, KY"
14540,"Bowling Green, KY ",21031,"Butler, KY"
14540,"Bowling Green, KY ",21061,"Edmonson, KY"
14540,"Bowling Green, KY ",21227,"Warren, KY"
14740,"Bremerton-Silverdale, WA ",53035,"Kitsap, WA"
14860,"Bridgeport-Stamford-Norwalk, CT ",9001,"Fairfield, CT"
15180,"Brownsville-Harlingen, TX ",48061,"Cameron, TX"
15260,"Brunswick, GA ",13025,"Brantley, GA"
15260,"Brunswick, GA ",13127,"Glynn, GA"
15260,"Brunswick, GA ",13191,"McIntosh, GA"
15380,"Buffalo-Cheektowaga-Niagara Falls, NY ",36029,"Erie, NY"
15380,"Buffalo-Cheektowaga-Niagara Falls, NY ",36063,"Niagara, NY"
15500,"Burlington, NC ",37001,"Alamance, NC"
15540,"Burlington-South Burlington, VT ",50007,"Chittenden, VT"
15540,"Burlington-South Burlington, VT ",50011,"Franklin, VT"
15540,"Burlington-South Burlington, VT ",50013,"Grand Isle, VT"
15680,"California-Lexington Park, MD ",24037,"St. Mary's, MD"
15940,"Canton-Massillon, OH ",39019,"Carroll, OH"
15940,"Canton-Massillon, OH ",39151,"Stark, OH"
15980,"Cape Coral-Fort Myers, FL ",12071,"Lee, FL"
16020,"Cape Girardeau, MO-IL ",17003,"Alexander, IL"
16020,"Cape Girardeau, MO-IL ",29017,"Bollinger, MO"
16020,"Cape Girardeau, MO-IL ",29031,"Cape Girardeau, MO"
16060,"Carbondale-Marion, IL ",17077,"Jackson, IL"
16060,"Carbondale-Marion, IL ",17199,"Williamson, IL"
16180,"Carson City, NV ",32510,"Carson City (Independent City), NV"
16220,"Casper, WY ",56025,"Natrona, WY"
16300,"Cedar Rapids, IA ",19011,"Benton, IA"
16300,"Cedar Rapids, IA ",19105,"Jones, IA"
16300,"Cedar Rapids, IA ",19113,"Linn, IA"
16540,"Chambersburg-Waynesboro, PA ",42055,"Franklin, PA"
16580,"Champaign-Urbana, IL ",17019,"Champaign, IL"
16580,"Champaign-Urbana, IL ",17053,"Ford, IL"
16580,"Champaign-Urbana, IL ",17147,"Piatt, IL"
16620,"Charleston, WV ",54005,"Boone, WV"
16620,"Charleston, WV ",54015,"Clay, WV"
16620,"Charleston, WV ",54039,"Kanawha, WV"
16700,"Charleston-North Charleston, SC ",45015,"Berkeley, SC"
16700,"Charleston-North Charleston, SC ",45019,"Charleston, SC"
16700,"Charleston-North Charleston, SC ",45035,"Dorchester, SC"
16740,"Charlotte-Concord-Gastonia, NC-SC ",37025,"Cabarrus, NC"
16740,"Charlotte-Concord-Gastonia, NC-SC ",37071,"Gaston, NC"
16740,"Charlotte-Concord-Gastonia, NC-SC ",37097,"Iredell, NC"
16740,"Charlotte-Concord-Gastonia, NC-SC ",37109,"Lincoln, NC"
16740,"Charlotte-Concord-Gastonia, NC-SC ",37119,"Mecklenburg, NC"
16740,"Charlotte-Concord-Gastonia, NC-SC ",37159,"Rowan, NC"
16740,"Charlotte-Concord-Gastonia, NC-SC ",37179,"Union, NC"
16740,"Charlotte-Concord-Gastonia, NC-SC ",45023,"Chester, SC"
16740,"Charlotte-Concord-Gastonia, NC-SC ",45057,"Lancaster, SC"
16740,"Charlotte-Concord-Gastonia, NC-SC ",45091,"York, SC"
16820,"Charlottesville, VA ",51029,"Buckingham, VA"
16820,"Charlottesville, VA ",51065,"Fluvanna, VA"
16820,"Charlottesville, VA ",51079,"Greene, VA"
16820,"Charlottesville, VA ",51125,"Nelson, VA"
16820,"Charlottesville, VA ",51901,"Albemarle + Charlottesville, VA"
16860,"Chattanooga, TN-GA ",13047,"Catoosa, GA"
16860,"Chattanooga, TN-GA ",13083,"Dade, GA"
16860,"Chattanooga, TN-GA ",13295,"Walker, GA"
16860,"Chattanooga, TN-GA ",47065,"Hamilton, TN"
16860,"Chattanooga, TN-GA ",47115,"Marion, TN"
16860,"Chattanooga, TN-GA ",47153,"Sequatchie, TN"
16940,"Cheyenne, WY ",56021,"Laramie, WY"
16980,"Chicago-Naperville-Elgin, IL-IN-WI ",17031,"Cook, IL"
16980,"Chicago-Naperville-Elgin, IL-IN-WI ",17037,"DeKalb, IL"
16980,"Chicago-Naperville-Elgin, IL-IN-WI ",17043,"DuPage, IL"
16980,"Chicago-Naperville-Elgin, IL-IN-WI ",17063,"Grundy, IL"
16980,"Chicago-Naperville-Elgin, IL-IN-WI ",17089,"Kane, IL"
16980,"Chicago-Naperville-Elgin, IL-IN-WI ",17093,"Kendall, IL"
16980,"Chicago-Naperville-Elgin, IL-IN-WI ",17097,"Lake, IL"
16980,"Chicago-Naperville-Elgin, IL-IN-WI ",17111,"McHenry, IL"
16980,"Chicago-Naperville-Elgin, IL-IN-WI ",17197,"Will, IL"
16980,"Chicago-Naperville-Elgin, IL-IN-WI ",18073,"Jasper, IN"
16980,"Chicago-Naperville-Elgin, IL-IN-WI ",18089,"Lake, IN"
16980,"Chicago-Naperville-Elgin, IL-IN-WI ",18111,"Newton, IN"
16980,"Chicago-Naperville-Elgin, IL-IN-WI ",18127,"Porter, IN"
16980,"Chicago-Naperville-Elgin, IL-IN-WI ",55059,"Kenosha, WI"
17020,"Chico, CA ",6007,"Butte, CA"
17140,"Cincinnati, OH-KY-IN ",18029,"Dearborn, IN"
17140,"Cincinnati, OH-KY-IN ",18115,"Ohio, IN"
17140,"Cincinnati, OH-KY-IN ",18161,"Union, IN"
17140,"Cincinnati, OH-KY-IN ",21015,"Boone, KY"
17140,"Cincinnati, OH-KY-IN ",21023,"Bracken, KY"
17140,"Cincinnati, OH-KY-IN ",21037,"Campbell, KY"
17140,"Cincinnati, OH-KY-IN ",21077,"Gallatin, KY"
17140,"Cincinnati, OH-KY-IN ",21081,"Grant, KY"
17140,"Cincinnati, OH-KY-IN ",21117,"Kenton, KY"
17140,"Cincinnati, OH-KY-IN ",21191,"Pendleton, KY"
17140,"Cincinnati, OH-KY-IN ",39015,"Brown, OH"
17140,"Cincinnati, OH-KY-IN ",39017,"Butler, OH"
17140,"Cincinnati, OH-KY-IN ",39025,"Clermont, OH"
17140,"Cincinnati, OH-KY-IN ",39061,"Hamilton, OH"
17140,"Cincinnati, OH-KY-IN ",39165,"Warren, OH"
17300,"Clarksville, TN-KY ",21047,"Christian, KY"
17300,"Clarksville, TN-KY ",21221,"Trigg, KY"
17300,"Clarksville, TN-KY ",47125,"Montgomery, TN"
17420,"Cleveland, TN ",47011,"Bradley, TN"
17420,"Cleveland, TN ",47139,"Polk, TN"
17460,"Cleveland-Elyria, OH ",39035,"Cuyahoga, OH"
17460,"Cleveland-Elyria, OH ",39055,"Geauga, OH"
17460,"Cleveland-Elyria, OH ",39085,"Lake, OH"
17460,"Cleveland-Elyria, OH ",39093,"Lorain, OH"
17460,"Cleveland-Elyria, OH ",39103,"Medina, OH"
17660,"Coeur d'Alene, ID ",16055,"Kootenai, ID"
17780,"College Station-Bryan, TX ",48041,"Brazos, TX"
17780,"College Station-Bryan, TX ",48051,"Burleson, TX"
17780,"College Station-Bryan, TX ",48395,"Robertson, TX"
17820,"Colorado Springs, CO ",8041,"El Paso, CO"
17820,"Colorado Springs, CO ",8119,"Teller, CO"
17860,"Columbia, MO ",29019,"Boone, MO"
17900,"Columbia, SC ",45017,"Calhoun, SC"
17900,"Columbia, SC ",45039,"Fairfield, SC"
17900,"Columbia, SC ",45055,"Kershaw, SC"
17900,"Columbia, SC ",45063,"Lexington, SC"
17900,"Columbia, SC ",45079,"Richland, SC"
17900,"Columbia, SC ",45081,"Saluda, SC"
17980,"Columbus, GA-AL ",1113,"Russell, AL"
17980,"Columbus, GA-AL ",13053,"Chattahoochee, GA"
17980,"Columbus, GA-AL ",13145,"Harris, GA"
17980,"Columbus, GA-AL ",13197,"Marion, GA"
17980,"Columbus, GA-AL ",13215,"Muscogee, GA"
18020,"Columbus, IN ",18005,"Bartholomew, IN"
18140,"Columbus, OH ",39041,"Delaware, OH"
18140,"Columbus, OH ",39045,"Fairfield, OH"
18140,"Columbus, OH ",39049,"Franklin, OH"
18140,"Columbus, OH ",39073,"Hocking, OH"
18140,"Columbus, OH ",39089,"Licking, OH"
18140,"Columbus, OH ",39097,"Madison, OH"
18140,"Columbus, OH ",39117,"Morrow, OH"
18140,"Columbus, OH ",39127,"Perry, OH"
18140,"Columbus, OH ",39129,"Pickaway, OH"
18140,"Columbus, OH ",39159,"Union, OH"
18580,"Corpus Christi, TX ",48007,"Aransas, TX"
18580,"Corpus Christi, TX ",48355,"Nueces, TX"
18580,"Corpus Christi, TX ",48409,"San Patricio, TX"
18700,"Corvallis, OR ",41003,"Benton, OR"
18880,"Crestview-Fort Walton Beach-Destin, FL ",12091,"Okaloosa, FL"
18880,"Crestview-Fort Walton Beach-Destin, FL ",12131,"Walton, FL"
19060,"Cumberland, MD-WV ",24001,"Allegany, MD"
19060,"Cumberland, MD-WV ",54057,"Mineral, WV"
19100,"Dallas-Fort Worth-Arlington, TX ",48085,"Collin, TX"
19100,"Dallas-Fort Worth-Arlington, TX ",48113,"Dallas, TX"
19100,"Dallas-Fort Worth-Arlington, TX ",48121,"Denton, TX"
19100,"Dallas-Fort Worth-Arlington, TX ",48139,"Ellis, TX"
19100,"Dallas-Fort Worth-Arlington, TX ",48221,"Hood, TX"
19100,"Dallas-Fort Worth-Arlington, TX ",48231,"Hunt, TX"
19100,"Dallas-Fort Worth-Arlington, TX ",48251,"Johnson, TX"
19100,"Dallas-Fort Worth-Arlington, TX ",48257,"Kaufman, TX"
19100,"Dallas-Fort Worth-Arlington, TX ",48367,"Parker, TX"
19100,"Dallas-Fort Worth-Arlington, TX ",48397,"Rockwall, TX"
19100,"Dallas-Fort Worth-Arlington, TX ",48425,"Somervell, TX"
19100,"Dallas-Fort Worth-Arlington, TX ",48439,"Tarrant, TX"
19100,"Dallas-Fort Worth-Arlington, TX ",48497,"Wise, TX"
19140,"Dalton, GA ",13213,"Murray, GA"
19140,"Dalton, GA ",13313,"Whitfield, GA"
19180,"Danville, IL ",17183,"Vermilion, IL"
19300,"Daphne-Fairhope-Foley, AL ",1003,"Baldwin, AL"
19340,"Davenport-Moline-Rock Island, IA-IL ",17073,"Henry, IL"
19340,"Davenport-Moline-Rock Island, IA-IL ",17131,"Mercer, IL"
19340,"Davenport-Moline-Rock Island, IA-IL ",17161,"Rock Island, IL"
19340,"Davenport-Moline-Rock Island, IA-IL ",19163,"Scott, IA"
19380,"Dayton, OH ",39057,"Greene, OH"
19380,"Dayton, OH ",39109,"Miami, OH"
19380,"Dayton, OH ",39113,"Montgomery, OH"
19460,"Decatur, AL ",1079,"Lawrence, AL"
19460,"Decatur, AL ",1103,"Morgan, AL"
19500,"Decatur, IL ",17115,"Macon, IL"
19660,"Deltona-Daytona Beach-Ormond Beach, FL ",12035,"Flagler, FL"
19660,"Deltona-Daytona Beach-Ormond Beach, FL ",12127,"Volusia, FL"
19740,"Denver-Aurora-Lakewood, CO ",8001,"Adams, CO"
19740,"Denver-Aurora-Lakewood, CO ",8005,"Arapahoe, CO"
19740,"Denver-Aurora-Lakewood, CO ",8014,"Broomfield, CO"
19740,"Denver-Aurora-Lakewood, CO ",8019,"Clear Creek, CO"
19740,"Denver-Aurora-Lakewood, CO ",8031,"Denver, CO"
19740,"Denver-Aurora-Lakewood, CO ",8035,"Douglas, CO"
19740,"Denver-Aurora-Lakewood, CO ",8039,"Elbert, CO"
19740,"Denver-Aurora-Lakewood, CO ",8047,"Gilpin, CO"
19740,"Denver-Aurora-Lakewood, CO ",8059,"Jefferson, CO"
19740,"Denver-Aurora-Lakewood, CO ",8093,"Park, CO"
19780,"Des Moines-West Des Moines, IA ",19049,"Dallas, IA"
19780,"Des Moines-West Des Moines, IA ",19077,"Guthrie, IA"
19780,"Des Moines-West Des Moines, IA ",19121,"Madison, IA"
19780,"Des Moines-West Des Moines, IA ",19153,"Polk, IA"
19780,"Des Moines-West Des Moines, IA ",19181,"Warren, IA"
19820,"Detroit-Warren-Dearborn, MI ",26087,"Lapeer, MI"
19820,"Detroit-Warren-Dearborn, MI ",26093,"Livingston, MI"
19820,"Detroit-Warren-Dearborn, MI ",26099,"Macomb, MI"
19820,"Detroit-Warren-Dearborn, MI ",26125,"Oakland, MI"
19820,"Detroit-Warren-Dearborn, MI ",26147,"St. Clair, MI"
19820,"Detroit-Warren-Dearborn, MI ",26163,"Wayne, MI"
20020,"Dothan, AL ",1061,"Geneva, AL"
20020,"Dothan, AL ",1067,"Henry, AL"
20020,"Dothan, AL ",1069,"Houston, AL"
20100,"Dover, DE ",10001,"Kent, DE"
20220,"Dubuque, IA ",19061,"Dubuque, IA"
20260,"Duluth, MN-WI ",27017,"Carlton, MN"
20260,"Duluth, MN-WI ",27137,"St. Louis, MN"
20260,"Duluth, MN-WI ",55031,"Douglas, WI"
20500,"Durham-Chapel Hill, NC ",37037,"Chatham, NC"
20500,"Durham-Chapel Hill, NC ",37063,"Durham, NC"
20500,"Durham-Chapel Hill, NC ",37135,"Orange, NC"
20500,"Durham-Chapel Hill, NC ",37145,"Person, NC"
20700,"East Stroudsburg, PA ",42089,"Monroe, PA"
20740,"Eau Claire, WI ",55017,"Chippewa, WI"
20740,"Eau Claire, WI ",55035,"Eau Claire, WI"
20940,"El Centro, CA ",6025,"Imperial, CA"
21060,"Elizabethtown-Fort Knox, KY ",21093,"Hardin, KY"
21060,"Elizabethtown-Fort Knox, KY ",21123,"Larue, KY"
21060,"Elizabethtown-Fort Knox, KY ",21163,"Meade, KY"
21140,"Elkhart-Goshen, IN ",18039,"Elkhart, IN"
21300,"Elmira, NY ",36015,"Chemung, NY"
21340,"El Paso, TX ",48141,"El Paso, TX"
21340,"El Paso, TX ",48229,"Hudspeth, TX"
21420,"Enid, OK ",40047,"Garfield, OK"
21500,"Erie, PA ",42049,"Erie, PA"
21660,"Eugene, OR ",41039,"Lane, OR"
21780,"Evansville, IN-KY ",18129,"Posey, IN"
21780,"Evansville, IN-KY ",18163,"Vanderburgh, IN"
21780,"Evansville, IN-KY ",18173,"Warrick, IN"
21780,"Evansville, IN-KY ",21101,"Henderson, KY"
21820,"Fairbanks, AK ",2090,"Fairbanks North Star Borough, AK"
22020,"Fargo, ND-MN ",27027,"Clay, MN"
22020,"Fargo, ND-MN ",38017,"Cass, ND"
22140,"Farmington, NM ",35045,"San Juan, NM"
22180,"Fayetteville, NC ",37051,"Cumberland, NC"
22180,"Fayetteville, NC ",37093,"Hoke, NC"
22220,"Fayetteville-Springdale-Rogers, AR-MO ",5007,"Benton, AR"
22220,"Fayetteville-Springdale-Rogers, AR-MO ",5087,"Madison, AR"
22220,"Fayetteville-Springdale-Rogers, AR-MO ",5143,"Washington, AR"
22220,"Fayetteville-Springdale-Rogers, AR-MO ",29119,"McDonald, MO"
22380,"Flagstaff, AZ ",4005,"Coconino, AZ"
22420,"Flint, MI ",26049,"Genesee, MI"
22500,"Florence, SC ",45031,"Darlington, SC"
22500,"Florence, SC ",45041,"Florence, SC"
22520,"Florence-Muscle Shoals, AL ",1033,"Colbert, AL"
22520,"Florence-Muscle Shoals, AL ",1077,"Lauderdale, AL"
22540,"Fond du Lac, WI ",55039,"Fond du Lac, WI"
22660,"Fort Collins, CO ",8069,"Larimer, CO"
22900,"Fort Smith, AR-OK ",5033,"Crawford, AR"
22900,"Fort Smith, AR-OK ",5131,"Sebastian, AR"
22900,"Fort Smith, AR-OK ",40079,"Le Flore, OK"
22900,"Fort Smith, AR-OK ",40135,"Sequoyah, OK"
23060,"Fort Wayne, IN ",18003,"Allen, IN"
23060,"Fort Wayne, IN ",18179,"Wells, IN"
23060,"Fort Wayne, IN ",18183,"Whitley, IN"
23420,"Fresno, CA ",6019,"Fresno, CA"
23460,"Gadsden, AL ",1055,"Etowah, AL"
23540,"Gainesville, FL ",12001,"Alachua, FL"
23540,"Gainesville, FL ",12041,"Gilchrist, FL"
23580,"Gainesville, GA ",13139,"Hall, GA"
23900,"Gettysburg, PA ",42001,"Adams, PA"
24020,"Glens Falls, NY ",36113,"Warren, NY"
24020,"Glens Falls, NY ",36115,"Washington, NY"
24140,"Goldsboro, NC ",37191,"Wayne, NC"
24220,"Grand Forks, ND-MN ",27119,"Polk, MN"
24220,"Grand Forks, ND-MN ",38035,"Grand Forks, ND"
24260,"Grand Island, NE ",31079,"Hall, NE"
24260,"Grand Island, NE ",31081,"Hamilton, NE"
24260,"Grand Island, NE ",31093,"Howard, NE"
24260,"Grand Island, NE ",31121,"Merrick, NE"
24300,"Grand Junction, CO ",8077,"Mesa, CO"
24340,"Grand Rapids-Wyoming, MI ",26015,"Barry, MI"
24340,"Grand Rapids-Wyoming, MI ",26081,"Kent, MI"
24340,"Grand Rapids-Wyoming, MI ",26117,"Montcalm, MI"
24340,"Grand Rapids-Wyoming, MI ",26139,"Ottawa, MI"
24420,"Grants Pass, OR ",41033,"Josephine, OR"
24500,"Great Falls, MT ",30013,"Cascade, MT"
24540,"Greeley, CO ",8123,"Weld, CO"
24580,"Green Bay, WI ",55009,"Brown, WI"
24580,"Green Bay, WI ",55061,"Kewaunee, WI"
24580,"Green Bay, WI ",55083,"Oconto, WI"
24660,"Greensboro-High Point, NC ",37081,"Guilford, NC"
24660,"Greensboro-High Point, NC ",37151,"Randolph, NC"
24660,"Greensboro-High Point, NC ",37157,"Rockingham, NC"
24780,"Greenville, NC ",37147,"Pitt, NC"
24860,"Greenville-Anderson-Mauldin, SC ",45007,"Anderson, SC"
